from,from_module,to,to_module,Type,Id,Label
n343,11,astronomy,11,Directed,2882,
n342,1,transportation,1,Directed,2885,
n341,8,biodiversity,8,Directed,2888,
n340,5,Asia,5,Directed,2891,
n339,7,food,7,Directed,2894,
n301,7,agriculture,7,Directed,2897,
n338,12,sex,12,Directed,2900,
love,12,n338,12,Directed,2902,
love,12,n265,12,Directed,3032,
love,12,n223,12,Directed,3036,
n337,11,astronomy,11,Directed,2903,
n336,4,religion,4,Directed,2906,
n335,5,Asia,5,Directed,2909,
n334,12,love,12,Directed,2911,
n333,11,universe,11,Directed,2913,
n332,3,crime,3,Directed,2915,
prison,3,n332,3,Directed,2916,
prison,3,n317,3,Directed,2968,
prison,3,n292,3,Directed,3046,
n331,4,peace,4,Directed,2919,
n299,4,violence,4,Directed,2921,
n330,4,religion,4,Directed,2924,
faith,4,n330,4,Directed,2926,
faith,4,n325,4,Directed,2947,
faith,4,n313,4,Directed,2980,
faith,4,n312,4,Directed,2984,
n329,4,religion,4,Directed,2927,
n328,5,philanthropy,5,Directed,2930,
n263,5,investment,5,Directed,2934,
n262,5,investment,5,Directed,2938,
n327,5,philanthropy,5,Directed,2942,
n326,8,biodiversity,8,Directed,2944,
n325,4,religion,4,Directed,2946,
n324,11,universe,11,Directed,2948,
n323,5,development,5,Directed,2951,
n322,5,development,5,Directed,2956,
n321,4,religion,4,Directed,2958,
God,4,n321,4,Directed,2959,
God,4,n311,4,Directed,2986,
God,4,n310,4,Directed,2988,
n319,11,universe,11,Directed,2960,
n318,11,universe,11,Directed,2964,
n317,3,crime,3,Directed,2967,
n316,11,universe,11,Directed,2970,
extraterrestrial life,11,n316,11,Directed,2971,
n315,12,love,12,Directed,2972,
n314,11,astronomy,11,Directed,2975,
n313,4,religion,4,Directed,2978,
n312,4,religion,4,Directed,2982,
n311,4,religion,4,Directed,2985,
n310,4,religion,4,Directed,2989,
n309,11,universe,11,Directed,2991,
n308,11,universe,11,Directed,2994,
n307,4,religion,4,Directed,2996,
atheism,4,n307,4,Directed,2997,
n297,1,cars,1,Directed,2998,
n306,1,transportation,1,Directed,3002,
bees,11,n304,11,Directed,3004,
bees,11,n284,11,Directed,3006,
n303,6,choice,6,Directed,3009,
n300,11,space,11,Directed,3011,
n298,11,fish,11,Directed,3014,
n296,5,Asia,5,Directed,3017,
n295,5,Asia,5,Directed,3021,
n282,5,china,5,Directed,3024,
n272,12,relationships,12,Directed,3028,
n265,12,relationships,12,Directed,3031,
n223,12,relationships,12,Directed,3035,
n294,12,love,12,Directed,3038,
n293,11,universe,11,Directed,3041,
n242,3,prison,3,Directed,3043,
n292,3,crime,3,Directed,3047,
n291,6,choice,6,Directed,3049,
LGBT,0,n289,0,Directed,3051,
LGBT,0,n245,0,Directed,3052,
n288,11,astronomy,11,Directed,3053,
n287,11,astronomy,11,Directed,3056,
n285,7,mental health,7,Directed,3058,
depression,7,n285,7,Directed,3059,
depression,7,n276,7,Directed,3071,
depression,7,n275,7,Directed,3075,
depression,7,n274,7,Directed,3082,
n281,8,biodiversity,8,Directed,3060,
n254,8,biosphere,8,Directed,3064,
n280,8,biodiversity,8,Directed,3067,
failure,6,n277,6,Directed,3069,
n276,7,mental health,7,Directed,3070,
n275,7,mental health,7,Directed,3073,
n255,7,depression,7,Directed,3076,
n241,7,depression,7,Directed,3079,
n274,7,mental health,7,Directed,3083,
n271,11,fish,11,Directed,3086,
n269,8,fish,11,Directed,3089,
n270,11,astronomy,11,Directed,3092,
n268,11,astronomy,11,Directed,3096,
n216,11,dark matter,11,Directed,3099,
n267,4,terrorism,4,Directed,3103,
security,4,n267,4,Directed,3106,
security,4,n266,4,Directed,3114,
n227,4,security,4,Directed,3107,
n226,4,security,4,Directed,3111,
n266,4,terrorism,4,Directed,3115,
n261,1,play,1,Directed,3117,
n264,1,toy,1,Directed,3121,
n259,3,feminism,3,Directed,3123,
n258,3,feminism,3,Directed,3126,
n244,6,decision making,6,Directed,3128,
n256,6,choice,6,Directed,3132,
n251,3,feminism,3,Directed,3134,
n218,2,potential,2,Directed,3137,
potential,2,n247,2,Directed,3138,
n247,2,personal growth,2,Directed,3141,
personal growth,2,n218,2,Directed,3142,
n240,3,feminism,3,Directed,3143,
n229,3,yesallwomen,3,Directed,3147,
n228,3,yesallwomen,3,Directed,3150,
n220,3,yesallwomen,3,Directed,3154,
n239,3,feminism,3,Directed,3158,
n236,7,disaster relief,7,Directed,3160,
n235,7,disaster relief,7,Directed,3163,
n234,4,protests,4,Directed,3166,
n233,4,Egypt,4,Directed,3168,
n232,7,disaster relief,7,Directed,3170,
n215,7,natural disaster,7,Directed,3172,
n214,7,natural disaster,7,Directed,3175,
n231,4,charter for compassion,4,Directed,3178,
n230,4,compassion,4,Directed,3180,
n224,4,compassion,4,Directed,3182,
n222,4,compassion,4,Directed,3186,
n221,4,compassion,4,Directed,3189,
n217,4,charter for compassion,4,Directed,3192,
n213,4,charter for compassion,4,Directed,3196,
n212,4,charter for compassion,4,Directed,3199,
