Id,Label,name,support,confidence,lift,Modularity Class,In-Degree,Out-Degree,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank,Clustering Coefficient,Reciprocated Vertex Pair Ratio,Dynamic Filter
n387,.,r176,0.00230017,0.8,35.6718,5,2,1,228.36547,0.000194,0.000563,0.581339,0,0,
n386,.,r175,0.00230017,0.8,35.6718,5,2,1,25.376002,0.000171,0.000377,0.557986,0,0,
n385,.,r174,0.00230017,0.8,35.6718,11,2,1,2294.415866,0.000185,7.60E-05,0.609233,0,0,
n384,.,r173,0.00230017,0.5,36.2292,12,1,1,49.32777,0.000149,1.80E-05,0.518614,0,0,
n165,relationships,261,,,,12,3,6,5419.982409,0.000166,4.20E-05,1.941028,0,0,
n383,.,r172,0.0040253,0.5,36.2292,11,1,1,4.195206,0.00013,4.00E-06,0.463546,0,0,
n382,.,r171,0.00287522,0.5,36.2292,11,4,1,5497.010399,0.000223,0.000424,0.855048,0,0,
n381,.,r170,0.00287522,0.714286,36.5336,11,3,1,875.820532,0.000186,0.000124,0.716443,0,0,
n380,.,r169,0.00287522,0.714286,36.5336,11,2,1,1364.731904,0.000209,0.000332,0.571231,0,0,
n379,.,r168,0.00460035,0.727273,37.1979,11,1,1,3.085537,0.000147,3.20E-05,0.432626,0,0,
n378,.,r167,0.00460035,0.727273,37.1979,4,1,1,11.522149,0.000149,5.20E-05,0.489117,0,0,
n28,charter.for.compassion,49,,,,4,4,8,4673.45239,0.00017,6.60E-05,2.360692,0,0,
n376,.,r165,0.00230017,0.8,37.6,11,3,1,4425.910162,0.000222,0.000404,0.716918,0,0,
n375,.,r164,0.00345026,0.75,38.3603,11,3,1,2138.461791,0.00021,0.000352,0.70936,0,0,
n374,.,r163,0.00345026,0.75,38.3603,11,2,1,565.366407,0.000185,0.000104,0.578313,0,0,
n253,.,r42,0.00287522,0.625,83.6058,11,2,1,16.169311,0.000149,5.20E-05,0.570755,0,0,
n250,.,r39,0.00345026,0.857143,87.6807,11,3,1,875.820532,0.000186,0.000124,0.716443,0,0,
n248,.,r37,0.00230017,0.666667,89.1795,11,2,1,122.101986,0.00015,4.60E-05,0.579386,0,0,
n246,.,r35,0.00230017,0.8,92.7467,11,3,1,2138.461791,0.00021,0.000352,0.70936,0,0,
n243,.,r32,0.00230017,0.5,96.6111,11,4,1,5497.010399,0.000223,0.000424,0.855048,0,0,
n238,.,r27,0.00230017,1,102.294,11,3,1,6745.230685,0.000212,0.000346,0.717991,0,0,
n373,.,r162,0.00345026,0.75,38.3603,11,2,1,16.169311,0.000149,5.20E-05,0.570755,0,0,
n372,.,r161,0.00345026,0.75,38.3603,11,3,1,922.115924,0.000186,0.000109,0.734866,0,0,
n371,.,r160,0.00230017,1,38.6444,11,3,1,4951.373534,0.000222,0.000388,0.748711,0,0,
n127,mission.blue,199,,,,11,1,7,2149.541973,0.000192,2.10E-05,1.516203,0,0,
n370,.,r159,0.00230017,1,38.6444,11,3,1,784.123821,0.000185,9.60E-05,0.757833,0,0,
n369,.,r158,0.00287522,1,38.6444,11,3,1,2772.128751,0.000186,8.60E-05,0.76346,0,0,
n181,String.theory,292,,,,11,1,8,1312.80965,0.000152,5.00E-06,1.728827,0,0,
n368,.,r157,0.00287522,0.555556,38.6444,11,2,1,1950.002343,0.000208,0.000316,0.603023,0,0,
n367,.,r156,0.00230017,1,38.6444,11,2,1,505.664124,0.000185,8.80E-05,0.610106,0,0,
n366,.,r155,0.00690052,1,38.6444,11,2,1,7714.414849,0.000215,0.000884,0.60171,0,0,
n365,.,r154,0.00230017,1,38.6444,11,2,1,23.295517,0.000158,2.40E-05,0.612146,0,0,
n364,.,r153,0.00287522,1,38.6444,11,2,1,1496.770885,0.000185,8.20E-05,0.611365,0,0,
n363,.,r152,0.00287522,0.555556,38.6444,11,2,1,107.896502,0.000148,1.40E-05,0.617772,0,0,
n362,.,r151,0.00287522,0.555556,38.6444,11,2,1,2535.150379,0.000185,8.30E-05,0.695956,0,0,
n183,submarine,294,,,,11,0,2,52.582253,0.000151,1.00E-06,0.581052,0,0,
n361,.,r150,0.00287522,1,38.6444,11,1,1,3.19032,0.000158,1.60E-05,0.464418,0,0,
n273,.,r62,0.00230017,0.8,66.2476,11,3,1,784.123821,0.000185,9.60E-05,0.757833,0,0,
n360,.,r149,0.00747556,1,38.6444,11,1,1,34.515841,0.000147,1.00E-05,0.465677,0,0,
n359,.,r148,0.00287522,0.555556,38.6444,11,1,1,205.191052,0.000158,1.10E-05,0.550269,0,0,
n358,.,r147,0.0040253,1,38.6444,8,2,1,590.915669,0.000176,5.00E-05,0.651036,0,0,
n357,.,r146,0.00287522,0.625,38.817,11,3,1,2772.128751,0.000186,8.60E-05,0.76346,0,0,
n356,.,r145,0.00287522,1,39.5227,11,3,1,3338.045554,0.000185,8.00E-05,0.765682,0,0,
n355,.,r144,0.00230017,1,39.5227,11,2,1,1885.566195,0.000185,7.80E-05,0.611061,0,0,
n354,.,r143,0.00517539,1,39.5227,11,2,1,107.896502,0.000148,1.40E-05,0.617772,0,0,
n353,.,r142,0.00287522,1,39.5227,11,2,1,17.125196,0.00013,8.00E-06,0.619994,0,0,
n352,.,r141,0.00230017,1,39.5227,11,1,1,7.043573,0.00013,6.00E-06,0.465373,0,0,
n237,.,r26,0.00230017,0.666667,105.394,11,3,1,2772.128751,0.000186,8.60E-05,0.76346,0,0,
n351,.,r140,0.00517539,1,39.5227,11,3,1,5091.5707,0.000222,0.000385,0.769687,0,0,
n350,.,r139,0.00287522,0.833333,40.2546,12,2,1,3781.558606,0.000207,0.000917,0.653707,0,0,
n349,.,r138,0.00287522,0.555556,40.2546,1,2,1,1312.608484,0.000208,0.000313,0.623999,0,0,
n320,.,r109,0.00575043,0.909091,45.1688,1,2,1,1256.202029,0.000199,0.00038,0.628176,0,0,
n46,crime,75,,,,3,3,2,1792.239516,0.000191,3.40E-05,1.159608,0,0,
n345,.,r134,0.00230017,0.8,40.9176,11,1,1,95.269469,0.000147,1.50E-05,0.535381,0,0,
n131,NASA,209,,,,11,0,2,152.378041,0.000167,4.00E-06,0.568499,0,0,
n344,.,r133,0.00230017,0.8,40.9176,4,3,1,3461.453606,0.000213,0.000938,0.792743,0,0,
n343,.,r132,0.00287522,0.833333,41.4048,11,2,1,637.086502,0.000149,2.00E-05,0.600054,0,0,
n342,.,r131,0.00230017,0.571429,41.4048,1,2,1,1761.620014,0.000193,0.000388,0.657637,0,0,
n341,.,r130,0.00230017,0.666667,41.4048,8,2,1,3064.306052,0.000185,8.10E-05,0.643382,0,0,
n340,.,r129,0.00230017,0.666667,41.4048,5,2,1,551.634506,0.000213,0.000953,0.578363,0,0,
n339,.,r128,0.00345026,0.5,41.4048,7,2,1,3796,0.000172,6.90E-05,0.772322,0,0,
n301,.,r90,0.00230017,1,51.1471,7,2,1,3796,0.000172,6.90E-05,0.772322,0,0,
n338,.,r127,0.00230017,1,41.4048,12,2,1,129.058051,0.000149,2.40E-05,0.70989,0,0,
n116,love,176,,,,12,3,3,2126.242091,0.000166,2.20E-05,1.350183,0,0,
n337,.,r126,0.00230017,0.571429,41.4048,11,2,1,16.073457,0.00013,8.00E-06,0.615641,0,0,
n336,.,r125,0.00230017,0.571429,41.4048,4,2,1,2414.088754,0.000213,0.000919,0.626408,0,0,
n335,.,r124,0.00287522,0.833333,41.4048,5,1,1,2.732586,0.000153,8.50E-05,0.441072,0,0,
n334,.,r123,0.0040253,0.5,41.4048,12,1,1,0.919192,0.000138,1.80E-05,0.524595,0,0,
n333,.,r122,0.0040253,0.5,41.4048,11,1,1,53.615619,0.000148,1.00E-05,0.461754,0,0,
n332,.,r121,0.00345026,0.6,41.736,3,1,1,9.755885,0.000156,1.80E-05,0.553508,0,0,
n159,prison,252,,,,3,1,3,905.823433,0.00018,3.10E-05,0.971174,0,0,
n331,.,r120,0.00345026,0.6,41.736,4,3,1,151.426726,0.000178,0.000362,0.724836,0,0,
n299,.,r88,0.00230017,1,51.1471,4,2,1,32.844796,0.00016,0.000108,0.583808,0,0,
n330,.,r119,0.00230017,0.8,42.1576,4,2,1,3006.985108,0.000206,0.000944,0.649094,0,0,
n74,faith,115,,,,4,0,4,688.58413,0.00018,4.20E-05,0.904,0,0,
n329,.,r118,0.00345026,0.857143,42.5878,4,2,1,23.999266,0.000149,7.00E-05,0.655451,0,0,
n328,.,r117,0.00345026,0.857143,42.5878,5,3,1,465.877172,0.000215,0.001245,0.695278,0,0,
n263,.,r52,0.00230017,0.571429,76.4396,5,3,1,465.877172,0.000215,0.001245,0.695278,0,0,
n262,.,r51,0.00230017,0.666667,77.2889,5,2,1,25.376002,0.000171,0.000377,0.557986,0,0,
n327,.,r116,0.00230017,0.666667,42.9383,5,2,1,25.376002,0.000171,0.000377,0.557986,0,0,
n326,.,r115,0.00230017,0.666667,42.9383,8,1,1,26.264824,0.000154,9.00E-06,0.497694,0,0,
n325,.,r114,0.00517539,0.692308,42.9973,4,1,1,8.136255,0.000149,4.50E-05,0.514001,0,0,
n324,.,r113,0.00747556,0.866667,43.061,11,2,1,1942.433772,0.000185,8.20E-05,0.607442,0,0,
n323,.,r112,0.00287522,0.625,43.475,5,3,1,1271.53398,0.000224,0.00143,0.71863,0,0,
n322,.,r111,0.00230017,1,44.5897,5,2,1,496.012413,0.000214,0.001073,0.576746,0,0,
n321,.,r110,0.00287522,1,44.5897,4,1,1,11.837817,0.000149,3.90E-05,0.537208,0,0,
n86,God,135,,,,4,0,3,403.208052,0.00018,2.10E-05,0.759906,0,0,
n319,.,r108,0.00230017,0.571429,45.1688,11,3,1,3217.234773,0.000186,8.60E-05,0.759536,0,0,
n318,.,r107,0.00230017,0.666667,46.3733,11,2,1,2180.289928,0.000185,8.10E-05,0.648968,0,0,
n317,.,r106,0.00230017,0.666667,46.3733,3,2,1,2647.298988,0.000212,0.000886,0.690799,0,0,
n316,.,r105,0.00230017,0.666667,46.3733,11,1,1,2410,0.000147,8.00E-06,0.673032,0,0,
n72,extraterrestrial.life,112,,,,11,0,1,0,0.000125,0,0.436039,0,0,
n315,.,r104,0.00230017,0.666667,46.3733,12,2,1,129.058051,0.000149,2.40E-05,0.70989,0,0,
n314,.,r103,0.00230017,0.571429,47.3197,11,2,1,129.371316,0.000148,1.20E-05,0.615945,0,0,
n313,.,r102,0.00230017,0.666667,48.3056,4,3,1,5933.851486,0.00023,0.001811,0.786385,0,0,
n312,.,r101,0.00230017,1,49.6857,4,2,1,2041.5053,0.000213,0.000913,0.651292,0,0,
n311,.,r100,0.0040253,1,49.6857,4,2,1,3605.643948,0.000206,0.000938,0.672301,0,0,
n310,.,r99,0.00345026,1,49.6857,4,2,1,2693.591296,0.000213,0.000907,0.674499,0,0,
n309,.,r98,0.00230017,1,49.6857,11,2,1,126.439415,0.000148,1.40E-05,0.613849,0,0,
n308,.,r97,0.00287522,0.714286,49.6857,11,1,1,86.996241,0.000147,9.00E-06,0.50328,0,0,
n307,.,r96,0.00287522,0.714286,49.6857,4,1,1,2410,0.000149,3.30E-05,0.703563,0,0,
n12,atheism,22,,,,4,0,1,0,0.000126,0,0.449014,0,0,
n297,.,r86,0.00230017,0.5,54.3438,1,2,1,1180.840006,0.000189,0.000379,0.656739,0,0,
n306,.,r95,0.00287522,1,49.6857,1,2,1,1180.840006,0.000189,0.000379,0.656739,0,0,
n14,bees,25,,,,11,0,2,697.461469,0.000151,1.00E-06,0.677536,0,0,
n303,.,r92,0.00345026,0.666667,50.4058,6,3,1,3695.07649,0.000208,0.00097,0.753711,0,0,
n300,.,r89,0.00230017,0.5,51.1471,11,2,1,3201.606416,0.000209,0.000315,0.673985,0,0,
n298,.,r87,0.00230017,0.8,53.5077,11,2,1,85.631895,0.00016,3.70E-05,0.589179,0,0,
n296,.,r85,0.00230017,0.5,54.3438,5,3,1,981.892068,0.000216,0.001071,0.721102,0,0,
n295,.,r84,0.00230017,0.666667,55.2063,5,2,1,46.421361,0.000163,0.000203,0.583811,0,0,
n282,.,r71,0.00230017,0.666667,61.0175,5,3,1,981.892068,0.000216,0.001071,0.721102,0,0,
n272,.,r61,0.00287522,0.5,66.8846,12,2,1,3781.558606,0.000207,0.000917,0.653707,0,0,
n265,.,r54,0.00230017,0.8,73.2211,12,2,1,4004.52452,0.000205,0.000917,0.659688,0,0,
n223,.,r12,0.00287522,1,124.214,12,2,1,129.058051,0.000149,2.40E-05,0.70989,0,0,
n294,.,r83,0.00230017,0.666667,55.2063,12,2,1,4004.52452,0.000205,0.000917,0.659688,0,0,
n293,.,r82,0.00345026,0.666667,55.2063,11,2,1,129.371316,0.000148,1.20E-05,0.615945,0,0,
n242,.,r31,0.00287522,0.625,98.8068,3,2,1,1621.746483,0.000205,0.000917,0.688601,0,0,
n292,.,r81,0.00230017,0.8,55.648,3,2,1,1621.746483,0.000205,0.000917,0.688601,0,0,
n291,.,r80,0.00230017,0.8,55.648,6,1,1,8.360091,0.000146,3.70E-05,0.476107,0,0,
n112,LGBT,171,,,,0,0,2,8,0.166667,0,1.19527,0,0,
n288,.,r77,0.00230017,0.666667,57.9667,11,2,1,2122.561734,0.000185,7.50E-05,0.613587,0,0,
n287,.,r76,0.00230017,0.8,57.9667,11,1,1,3.618582,0.00013,3.00E-06,0.467899,0,0,
n285,.,r74,0.00230017,0.571429,58.4538,7,1,1,0.619048,0.000142,1.20E-05,0.528642,0,0,
n54,depression,88,,,,7,2,4,2073.836052,0.000172,2.20E-05,1.339531,0,0,
n281,.,r70,0.00230017,0.5,62.1071,8,2,1,1108.476272,0.000172,2.40E-05,0.658033,0,0,
n254,.,r43,0.00230017,0.666667,82.8095,8,2,1,590.915669,0.000176,5.00E-05,0.651036,0,0,
n280,.,r69,0.00230017,1,62.1071,8,2,1,423.511158,0.000167,3.00E-05,0.649811,0,0,
n73,failure,114,,,,6,0,1,0,0.000116,0,0.505286,0,0,
n276,.,r65,0.00230017,0.571429,66.2476,7,2,1,3632.628683,0.000205,0.000911,0.663735,0,0,
n275,.,r64,0.00230017,0.8,66.2476,7,2,1,743.895372,0.000188,3.50E-05,0.690058,0,0,
n255,.,r44,0.00230017,0.8,81.8353,7,2,1,3632.628683,0.000205,0.000911,0.663735,0,0,
n241,.,r30,0.00230017,0.571429,99.3714,7,2,1,743.895372,0.000188,3.50E-05,0.690058,0,0,
n274,.,r63,0.00230017,0.8,66.2476,7,2,1,764.82136,0.000155,2.30E-05,0.697796,0,0,
n271,.,r60,0.00287522,0.555556,69.0079,11,3,1,922.115924,0.000186,0.000109,0.734866,0,0,
n269,.,r58,0.00230017,1,72.4583,8,2,1,284.91573,0.000169,4.90E-05,0.587974,0,0,
n270,.,r59,0.00230017,0.666667,72.4583,11,3,1,3338.045554,0.000185,8.00E-05,0.765682,0,0,
n268,.,r57,0.00230017,0.666667,72.4583,11,2,1,17.125196,0.00013,8.00E-06,0.619994,0,0,
n216,.,r5,0.00345026,0.75,163.031,11,3,1,3338.045554,0.000185,8.00E-05,0.765682,0,0,
n267,.,r56,0.00230017,1,72.4583,4,3,1,5906.620307,0.000232,0.001209,0.7488,0,0,
n169,security,266,,,,4,2,2,115.073977,0.000181,4.10E-05,0.81439,0,0,
n227,.,r16,0.00230017,0.571429,110.413,4,3,1,5906.620307,0.000232,0.001209,0.7488,0,0,
n226,.,r15,0.00230017,0.8,115.933,4,2,1,1300.620277,0.000208,0.000342,0.611509,0,0,
n266,.,r55,0.00230017,0.8,73.2211,4,2,1,689.903742,0.000213,0.00091,0.610196,0,0,
n261,.,r50,0.00230017,0.666667,77.2889,1,2,1,980.732371,0.000194,0.000381,0.659826,0,0,
n264,.,r53,0.00345026,0.6,74.5286,1,2,1,980.732371,0.000194,0.000381,0.659826,0,0,
n259,.,r48,0.00230017,0.5,79.0455,3,2,1,51.731026,0.000157,4.80E-05,0.61162,0,0,
n258,.,r47,0.0040253,0.777778,79.5621,3,1,1,3.582189,0.00015,1.30E-05,0.46172,0,0,
n244,.,r33,0.00230017,0.666667,96.6111,6,2,1,507.569119,0.000189,0.000394,0.617992,0,0,
n256,.,r45,0.00287522,0.555556,80.5093,6,2,1,507.569119,0.000189,0.000394,0.617992,0,0,
n251,.,r40,0.00230017,0.5,86.95,3,2,1,190.319347,0.000167,6.90E-05,0.609532,0,0,
n218,.,r7,0.00230017,0.666667,128.815,2,2,1,2407,0.000205,0.00091,0.795999,0,0,
n157,potential,247,,,,2,1,1,0.666667,0.000164,2.00E-05,0.601066,0,0,
n247,.,r36,0.00230017,0.571429,90.3377,2,2,1,2407,0.000205,0.00091,0.795999,0,0,
n145,personal.growth,233,,,,2,1,1,0.666667,0.000164,2.00E-05,0.601066,0,0,
n240,.,r29,0.00230017,0.8,99.3714,3,3,1,315.371842,0.000167,7.40E-05,0.765902,0,0,
n229,.,r18,0.0040253,0.875,108.688,3,2,1,214.026445,0.000167,6.60E-05,0.610552,0,0,
n228,.,r17,0.00230017,0.571429,110.413,3,2,1,174.666866,0.000163,3.90E-05,0.616002,0,0,
n220,.,r9,0.00345026,1,124.214,3,3,1,315.371842,0.000167,7.40E-05,0.765902,0,0,
n239,.,r28,0.00230017,1,102.294,3,2,1,174.666866,0.000163,3.90E-05,0.616002,0,0,
n236,.,r25,0.00287522,0.555556,107.346,7,2,1,3342.0169,0.000213,0.000879,0.66459,0,0,
n235,.,r24,0.00287522,1,108.688,7,2,1,531.200386,0.000187,3.50E-05,0.688714,0,0,
n234,.,r23,0.00287522,1,108.688,4,1,1,2.633333,0.000142,1.10E-05,0.594962,0,0,
n233,.,r22,0.00287522,0.5,108.688,4,1,1,2.633333,0.000142,1.10E-05,0.594962,0,0,
n232,.,r21,0.00287522,0.625,108.688,7,1,1,0.555556,0.000144,1.20E-05,0.527298,0,0,
n215,.,r4,0.00230017,0.5,173.9,7,2,1,3342.0169,0.000213,0.000879,0.66459,0,0,
n214,.,r3,0.00287522,0.714286,177.449,7,2,1,531.200386,0.000187,3.50E-05,0.688714,0,0,
n231,.,r20,0.0040253,1,108.688,4,1,1,0.487937,0.000141,3.70E-05,0.48355,0,0,
n230,.,r19,0.0040253,0.5,108.688,4,1,1,0.487937,0.000141,3.70E-05,0.48355,0,0,
n224,.,r13,0.00230017,0.5,124.214,4,3,1,3461.453606,0.000213,0.000938,0.792743,0,0,
n222,.,r11,0.00230017,1,124.214,4,2,1,2185.580533,0.000213,0.000904,0.620842,0,0,
n221,.,r10,0.00345026,1,124.214,4,2,1,23.999266,0.000149,7.00E-05,0.655451,0,0,
n217,.,r6,0.00230017,0.8,154.578,4,2,1,2185.580533,0.000213,0.000904,0.620842,0,0,
n213,.,r2,0.00287522,0.714286,177.449,4,3,1,3461.453606,0.000213,0.000938,0.792743,0,0,
n212,.,r1,0.00287522,1,217.375,4,2,1,23.999266,0.000149,7.00E-05,0.655451,0,0,
